Measurement : PES-PEG400
Device : OCA35XL
Customer : OCA35XL
Sample : PES-PEG400
Operator : schubotz
Remarks : OCA35XL

Run-No	Age[ms]	CA(M)[°]	CA(L)[°]	CA(R)[°]	CM	BD[mm]	Vol[µL]	Mag[pixel/mm]	BI left[mm]	BI right[mm]	Height[mm]
8515	3106072,75	45,82	47,26	44,38	T	10,46	NA	48,85	1,41	11,87	0,00
8516	3106391,75	45,55	47,04	44,06	T	10,46	NA	48,87	1,41	11,87	0,00
8517	3106711,00	45,43	46,94	43,91	T	10,46	NA	48,84	1,41	11,88	0,00
8518	3107030,00	45,65	47,10	44,20	T	10,46	NA	48,86	1,41	11,87	0,00
8519	3107349,25	45,46	46,88	44,04	T	10,46	NA	48,85	1,41	11,87	0,00
8520	3107668,25	45,43	46,92	43,94	T	10,46	NA	48,87	1,41	11,87	0,00
8521	3107987,50	45,59	47,09	44,09	T	10,46	NA	48,87	1,41	11,87	0,00
8522	3108306,50	45,54	47,13	43,95	T	10,46	NA	48,85	1,41	11,87	0,00
8523	3108625,75	45,38	46,85	43,91	T	10,46	NA	48,86	1,41	11,87	0,00
8524	3108944,75	45,63	47,11	44,15	T	10,46	NA	48,87	1,41	11,87	0,00
8525	3116603,75	45,10	46,67	43,53	T	10,46	NA	48,88	1,41	11,87	0,00
8526	3116923,00	45,02	46,64	43,40	T	10,45	NA	48,90	1,41	11,86	0,00
8527	3117242,25	45,08	46,64	43,52	T	10,45	NA	48,88	1,41	11,86	0,00
8528	3117561,25	44,01	44,44	43,58	T	10,54	NA	48,87	1,33	11,87	0,00
8529	3117880,50	44,99	46,48	43,49	T	10,46	NA	48,87	1,41	11,87	0,00
8530	3118199,50	45,02	46,47	43,58	T	10,46	NA	48,87	1,41	11,87	0,00
8531	3118518,75	44,93	46,44	43,41	T	10,45	NA	48,89	1,41	11,86	0,00
8532	3118837,75	44,97	46,46	43,49	T	10,46	NA	48,85	1,41	11,87	0,00
8533	3119157,00	44,09	44,62	43,56	T	10,54	NA	48,88	1,33	11,87	0,00
8534	3119476,00	44,98	46,52	43,44	T	10,46	NA	48,88	1,41	11,87	0,00
8535	3119795,25	43,86	44,51	43,21	T	10,54	NA	48,87	1,33	11,87	0,00
8536	3120114,25	43,79	44,43	43,15	T	10,54	NA	48,87	1,33	11,87	0,00
8537	3120433,50	43,79	44,22	43,36	T	10,54	NA	48,87	1,33	11,87	0,00
8538	3120752,50	43,84	44,40	43,27	T	10,54	NA	48,88	1,33	11,87	0,00
8539	3121071,75	43,79	44,46	43,11	T	10,54	NA	48,86	1,33	11,87	0,00
8540	3121390,75	43,84	44,41	43,27	T	10,54	NA	48,86	1,33	11,87	0,00
8541	3121710,00	43,81	44,35	43,27	T	10,54	NA	48,86	1,33	11,87	0,00
8542	3122029,00	43,86	44,50	43,22	T	10,53	NA	48,89	1,33	11,86	0,00
8543	3122348,25	43,70	44,30	43,10	T	10,54	NA	48,86	1,33	11,87	0,00
8544	3122667,25	43,76	44,26	43,25	T	10,54	NA	48,85	1,33	11,87	0,00
8545	3122986,50	44,75	46,33	43,16	T	10,46	NA	48,87	1,41	11,87	0,00
8546	3123305,50	43,57	44,20	42,94	T	10,54	NA	48,87	1,33	11,87	0,00
8547	3123624,75	43,62	44,25	42,98	T	10,54	NA	48,88	1,33	11,87	0,00
8548	3123943,75	43,58	44,17	42,99	T	10,54	NA	48,86	1,33	11,87	0,00
8549	3124263,00	43,51	44,11	42,92	T	10,53	NA	48,89	1,33	11,86	0,00
8550	3124582,00	43,70	44,33	43,07	T	10,54	NA	48,86	1,33	11,87	0,00
8551	3124901,25	43,52	44,02	43,02	T	10,54	NA	48,87	1,33	11,87	0,00
8552	3125220,25	44,49	46,03	42,95	T	10,45	NA	48,88	1,41	11,87	0,00
8553	3125539,50	43,69	44,37	43,00	T	10,53	NA	48,91	1,33	11,86	0,00
8554	3125858,50	43,54	44,10	42,97	T	10,53	NA	48,90	1,33	11,86	0,00
8555	3126177,75	43,46	43,93	42,98	T	10,54	NA	48,86	1,33	11,87	0,00
8556	3126496,75	43,52	44,15	42,88	T	10,54	NA	48,85	1,33	11,87	0,00
8557	3126816,00	43,44	44,04	42,83	T	10,53	NA	48,90	1,33	11,86	0,00
8558	3127135,00	43,38	43,94	42,82	T	10,54	NA	48,88	1,33	11,87	0,00
8559	3127454,25	43,49	44,12	42,86	T	10,54	NA	48,86	1,33	11,87	0,00
8560	3127773,25	43,46	43,95	42,98	T	10,54	NA	48,87	1,33	11,87	0,00
8561	3128092,50	43,40	44,00	42,79	T	10,54	NA	48,88	1,33	11,87	0,00
8562	3128411,50	43,31	43,92	42,70	T	10,54	NA	48,87	1,33	11,87	0,00
8563	3128730,75	43,36	43,83	42,90	T	10,54	NA	48,87	1,33	11,87	0,00
8564	3129049,75	43,26	43,90	42,62	T	10,53	NA	48,89	1,33	11,86	0,00
8565	3129369,00	43,49	44,00	42,97	T	10,54	NA	48,87	1,33	11,87	0,00
8566	3129688,00	43,21	43,86	42,56	T	10,54	NA	48,86	1,33	11,87	0,00
8567	3130007,25	43,26	43,89	42,62	T	10,54	NA	48,87	1,33	11,87	0,00
8568	3130326,50	43,14	43,57	42,71	T	10,54	NA	48,86	1,33	11,87	0,00
8569	3130645,50	43,25	43,74	42,76	T	10,54	NA	48,86	1,33	11,87	0,00
8570	3130964,75	43,19	43,66	42,71	T	10,54	NA	48,87	1,33	11,87	0,00
8571	3131283,75	43,28	43,83	42,73	T	10,54	NA	48,87	1,33	11,87	0,00
8572	3131603,00	43,14	43,77	42,51	T	10,54	NA	48,86	1,33	11,87	0,00
8573	3131922,00	43,04	43,58	42,49	T	10,54	NA	48,85	1,33	11,87	0,00
8574	3132241,25	43,11	43,71	42,51	T	10,54	NA	48,85	1,33	11,87	0,00
8575	3132560,25	42,97	43,61	42,32	T	10,56	NA	48,87	1,33	11,89	0,00
8576	3132879,50	43,15	43,62	42,68	T	10,54	NA	48,87	1,33	11,87	0,00
8577	3133198,50	43,27	43,89	42,66	T	10,54	NA	48,88	1,33	11,87	0,00
8578	3133517,75	43,16	43,61	42,71	T	10,54	NA	48,87	1,33	11,87	0,00
8579	3133836,75	43,08	43,63	42,52	T	10,53	NA	48,91	1,33	11,86	0,00
8580	3134156,00	42,91	43,54	42,27	T	10,53	NA	48,89	1,33	11,86	0,00
8581	3134475,00	43,11	43,55	42,68	T	10,54	NA	48,86	1,33	11,87	0,00
8582	3134794,25	43,02	43,43	42,60	T	10,54	NA	48,88	1,33	11,87	0,00
8583	3135113,25	42,93	43,47	42,39	T	10,54	NA	48,88	1,33	11,87	0,00
8584	3135432,50	42,95	43,56	42,34	T	10,54	NA	48,88	1,33	11,87	0,00
8585	3135751,50	42,96	43,52	42,40	T	10,54	NA	48,87	1,33	11,87	0,00
8586	3136070,75	42,93	43,61	42,26	T	10,54	NA	48,88	1,33	11,87	0,00
8587	3136389,75	42,90	43,46	42,34	T	10,54	NA	48,87	1,33	11,87	0,00
8588	3136709,00	42,82	43,39	42,26	T	10,53	NA	48,89	1,33	11,86	0,00
8589	3137028,00	42,86	43,49	42,24	T	10,53	NA	48,89	1,33	11,86	0,00
8590	3137347,25	42,76	43,25	42,27	T	10,54	NA	48,85	1,33	11,87	0,00
8591	3137666,25	42,94	43,48	42,39	T	10,54	NA	48,87	1,33	11,87	0,00
8592	3137985,50	42,95	43,59	42,31	T	10,53	NA	48,89	1,33	11,86	0,00
8593	3138304,50	42,86	43,47	42,25	T	10,54	NA	48,88	1,33	11,87	0,00
8594	3138623,75	42,81	43,38	42,23	T	10,54	NA	48,86	1,33	11,87	0,00
8595	3138942,75	41,85	41,59	42,10	T	10,43	NA	48,88	1,43	11,87	0,00
8596	3139262,00	42,77	43,37	42,18	T	10,54	NA	48,88	1,33	11,87	0,00
8597	3139581,00	42,59	43,17	42,01	T	10,54	NA	48,84	1,33	11,88	0,00
8598	3139900,25	42,58	43,15	42,01	T	10,54	NA	48,85	1,33	11,87	0,00
8599	3140219,25	42,76	43,41	42,11	T	10,54	NA	48,88	1,33	11,87	0,00
8600	3140538,50	42,56	43,15	41,98	T	10,54	NA	48,86	1,33	11,87	0,00
8601	3140857,50	42,77	43,42	42,11	T	10,54	NA	48,88	1,33	11,87	0,00
8602	3141176,75	42,55	43,02	42,09	T	10,54	NA	48,87	1,33	11,87	0,00
8603	3141495,75	42,66	43,12	42,20	T	10,54	NA	48,88	1,33	11,86	0,00
8604	3141815,00	42,58	43,17	42,00	T	10,54	NA	48,86	1,33	11,87	0,00
8605	3142134,00	42,49	43,03	41,95	T	10,54	NA	48,86	1,33	11,87	0,00
8606	3142453,25	42,49	43,09	41,88	T	10,54	NA	48,86	1,33	11,87	0,00
8607	3142772,25	42,57	43,01	42,13	T	10,54	NA	48,86	1,33	11,87	0,00
8608	3143091,50	42,45	43,04	41,85	T	10,54	NA	48,87	1,33	11,87	0,00
8609	3143410,75	42,47	43,04	41,90	T	10,54	NA	48,88	1,33	11,87	0,00
8610	3143729,75	42,38	42,83	41,93	T	10,54	NA	48,86	1,33	11,87	0,00
8611	3144049,00	42,30	42,83	41,76	T	10,54	NA	48,87	1,33	11,87	0,00
8612	3144368,00	42,35	43,07	41,64	T	10,56	NA	48,88	1,33	11,89	0,00
8613	3144687,25	42,32	42,82	41,83	T	10,54	NA	48,88	1,33	11,87	0,00
8614	3145006,25	42,41	43,01	41,82	T	10,54	NA	48,87	1,33	11,87	0,00
8615	3145325,50	42,15	42,87	41,43	T	10,55	NA	48,89	1,33	11,88	0,00
8616	3145644,50	42,27	42,65	41,88	T	10,53	NA	48,89	1,33	11,86	0,00
8617	3145963,75	42,24	42,76	41,72	T	10,54	NA	48,86	1,33	11,87	0,00
8618	3146282,75	42,34	42,97	41,71	T	10,54	NA	48,88	1,33	11,87	0,00
8619	3146602,00	42,21	42,84	41,59	T	10,56	NA	48,87	1,33	11,89	0,00
8620	3146921,00	42,12	42,78	41,46	T	10,56	NA	48,86	1,33	11,89	0,00
8621	3147240,25	42,03	42,59	41,46	T	10,56	NA	48,86	1,33	11,89	0,00
8622	3147559,25	42,30	42,88	41,72	T	10,54	NA	48,85	1,33	11,87	0,00
8623	3147878,50	42,18	42,69	41,68	T	10,54	NA	48,87	1,33	11,87	0,00
8624	3148197,50	42,13	42,73	41,54	T	10,55	NA	48,89	1,33	11,88	0,00
8625	3148516,75	42,00	42,62	41,38	T	10,56	NA	48,86	1,33	11,89	0,00
8626	3148835,75	42,04	42,60	41,47	T	10,56	NA	48,87	1,33	11,89	0,00
8627	3149155,00	42,06	42,56	41,55	T	10,54	NA	48,87	1,33	11,87	0,00
8628	3149474,00	42,07	42,45	41,70	T	10,53	NA	48,89	1,33	11,86	0,00
8629	3149793,25	42,05	42,67	41,44	T	10,54	NA	48,87	1,33	11,87	0,00
8630	3150112,25	42,07	42,76	41,38	T	10,56	NA	48,87	1,33	11,89	0,00
8631	3150431,50	41,89	42,50	41,29	T	10,56	NA	48,87	1,33	11,89	0,00
8632	3150750,50	41,98	42,50	41,46	T	10,54	NA	48,87	1,33	11,87	0,00
8633	3151069,75	41,99	42,60	41,39	T	10,54	NA	48,85	1,33	11,87	0,00
8634	3151388,75	42,01	42,57	41,44	T	10,53	NA	48,89	1,33	11,86	0,00
8635	3151708,00	41,96	42,47	41,44	T	10,54	NA	48,87	1,33	11,87	0,00
8636	3152027,00	41,83	42,37	41,30	T	10,56	NA	48,86	1,33	11,89	0,00
8637	3152346,25	41,97	42,62	41,32	T	10,53	NA	48,89	1,33	11,86	0,00
8638	3152665,25	41,97	42,54	41,40	T	10,54	NA	48,87	1,33	11,87	0,00
8639	3152984,50	41,89	42,40	41,38	T	10,54	NA	48,85	1,33	11,87	0,00
8640	3153303,50	41,85	42,43	41,27	T	10,54	NA	48,87	1,33	11,87	0,00
8641	3153622,75	41,79	42,44	41,15	T	10,56	NA	48,87	1,33	11,89	0,00
8642	3153941,75	41,19	41,06	41,33	T	10,44	NA	48,87	1,43	11,87	0,00
8643	3154261,00	41,94	42,45	41,42	T	10,54	NA	48,86	1,33	11,87	0,00
8644	3154580,00	41,78	42,27	41,29	T	10,54	NA	48,88	1,33	11,87	0,00
8645	3154899,25	41,55	42,13	40,97	T	10,55	NA	48,90	1,33	11,88	0,00
8646	3155218,25	41,82	42,47	41,16	T	10,54	NA	48,87	1,33	11,87	0,00
8647	3155537,50	41,54	42,21	40,87	T	10,56	NA	48,87	1,33	11,89	0,00
8648	3155856,50	41,60	42,19	41,01	T	10,56	NA	48,85	1,33	11,89	0,00
8649	3156175,75	41,69	42,24	41,14	T	10,54	NA	48,86	1,33	11,87	0,00
8650	3156494,75	41,80	42,28	41,33	T	10,54	NA	48,87	1,33	11,87	0,00
8651	3156814,00	41,63	42,20	41,07	T	10,54	NA	48,86	1,33	11,87	0,00
8652	3157133,25	41,52	42,00	41,03	T	10,56	NA	48,87	1,33	11,89	0,00
8653	3157452,25	41,64	42,22	41,05	T	10,54	NA	48,86	1,33	11,87	0,00
8654	3157771,50	41,44	42,13	40,75	T	10,56	NA	48,88	1,33	11,89	0,00
8655	3158090,50	41,55	42,17	40,92	T	10,56	NA	48,87	1,33	11,89	0,00
8656	3158409,75	41,44	41,96	40,91	T	10,53	NA	48,89	1,33	11,86	0,00
8657	3158728,75	41,52	42,04	41,00	T	10,56	NA	48,85	1,33	11,89	0,00
8658	3159048,00	41,58	42,11	41,05	T	10,54	NA	48,87	1,33	11,87	0,00
8659	3159367,00	41,56	42,16	40,95	T	10,54	NA	48,87	1,33	11,87	0,00
8660	3159686,25	41,44	42,06	40,83	T	10,56	NA	48,85	1,33	11,89	0,00
8661	3160005,25	41,48	42,07	40,89	T	10,56	NA	48,87	1,33	11,89	0,00
8662	3160324,50	41,43	42,17	40,69	T	10,56	NA	48,85	1,33	11,89	0,00
8663	3160643,50	41,37	41,88	40,87	T	10,56	NA	48,88	1,33	11,89	0,00
8664	3160962,75	41,33	41,98	40,68	T	10,56	NA	48,87	1,33	11,89	0,00
